,nome,cpf,idade,data,endereco,estado,pais,nivel_educacao,salario,numero_filhos,estado_civil,area_atuacao
6502,Ryan Nunes,950.486.132-60,25,19/09/1998,"Parque de da Cunha
Nova Pampulha
36815632 Nogueira da Prata / MS",Distrito Federal,Brasil,Ensino Fundamental,22654,3,Viúvo(a),Tecnologia
6503,André Montenegro,140.356.298-98,54,06/05/1970,"Chácara Aparecida, 86
Vila Madre Gertrudes 1ª Seção
03266-563 Sá / RN",Goiás,Brasil,Mestrado,15852,4,Solteiro(a),
6504,Pedro Miguel da Luz,127.698.430-87,19,05/06/2005,"Vereda de Aparecida
Guaratã
21386762 Sousa / RN",Piauí,Brasil,Ensino Superior,26318,3,Solteiro(a),Engenharia
6505,Bianca Oliveira,892.406.753-29,48,18/06/1976,"Praia Sara Lopes, 89
Itaipu
02606-043 Rodrigues / CE",Paraná,Brasil,Ensino Médio,10239,0,Solteiro(a),Marketing
6506,Lorena da Rocha,845.239.071-88,45,30/04/1979,"Lagoa Jade Farias, 780
Vila Maria
93950205 Fonseca de Goiás / PE",Acre,Brasil,Ensino Superior,20094,1,Viúvo(a),Educação
6507,Kevin das Neves,736.405.289-56,29,18/08/1995,"Travessa Nina Sousa, 578
Vila Pinho
95537701 Marques de Goiás / ES",São Paulo,Brasil,Pós-Graduação,9943,2,Viúvo(a),Educação
6508,Luara Albuquerque,236.917.048-40,18,14/02/2006,"Vale Henrique Silva, 90
Ouro Minas
23677392 Marques da Mata / AL",Sergipe,Brasil,Pós-Graduação,7884,2,Divorciado(a),Saúde
6509,Dra. Gabrielly Peixoto,267.480.593-56,31,05/03/1993,"Quadra de Sá, 642
Santa Lúcia
68709-878 Guerra Alegre / MA",Acre,Brasil,Doutorado,20338,2,Solteiro(a),Educação
6510,Maria Luiza Dias,891.046.723-13,31,02/04/1993,"Favela Gonçalves, 55
Estrela Do Oriente
52995866 da Conceição / SC",Rio de Janeiro,Brasil,Doutorado,23517,0,Viúvo(a),Tecnologia
6511,Marcelo Sousa,863.729.051-59,59,19/01/1965,"Loteamento Cassiano, 2
Alta Tensão 2ª Seção
53456-723 Macedo do Galho / AP",Amapá,Brasil,Ensino Fundamental,24705,2,Casado(a),Saúde
6512,Srta. Letícia Casa Grande,370.285.694-38,42,07/12/1981,"Viaduto de Azevedo, 73
Mala E Cuia
34320-351 Machado de da Rosa / AL",Alagoas,Brasil,Ensino Médio,7518,3,,Educação
6513,Srta. Sophie Costela,195.824.306-05,42,29/12/1981,"Travessa da Conceição
Pousada Santo Antonio
34680-647 Ramos da Mata / SE",Distrito Federal,Brasil,Doutorado,22041,0,Divorciado(a),Engenharia
6514,Manuella Abreu,531.204.879-88,20,25/05/2004,"Feira de Nogueira, 130
Olhos D'água
40582398 Dias de Minas / PB",Bahia,Brasil,Ensino Fundamental,15746,1,Divorciado(a),Administração
6515,Eloah Porto,910.468.327-78,43,08/03/1981,"Praça de Castro, 2
São Tomaz
76882-949 Castro de da Luz / DF",Distrito Federal,Brasil,Pós-Graduação,27189,4,,Administração
6516,Isabella das Neves,693.405.827-56,23,26/11/2000,"Conjunto Enrico Macedo, 14
Eymard
51213654 Aparecida de Novaes / PB",Rondônia,Brasil,Ensino Superior,8540,3,,Engenharia
6517,Emilly Mendonça,519.430.728-41,60,01/10/1963,"Alameda Maria Vitória Leão, 32
Cônego Pinheiro 2ª Seção
78153-959 Ribeiro de Cirino / PI",Roraima,Brasil,Mestrado,28624,3,,Tecnologia
6518,Gabriel Cavalcante,418.065.237-44,56,21/10/1967,"Estação Mendes, 28
Suzana
71996673 Sampaio / PR",Amapá,Brasil,Mestrado,16803,4,Casado(a),Administração
6519,Olivia Sá,031.284.956-70,35,17/10/1988,"Loteamento Caleb Nascimento, 960
Conjunto Bonsucesso
32808-686 Barbosa / AC",Ceará,Brasil,Ensino Médio,28447,3,Divorciado(a),Marketing
6520,Thomas Fogaça,785.641.209-76,18,27/08/2005,"Vereda de Mendonça, 51
Vila Olhos D'água
03676-598 Farias Verde / AC",Amazonas,Brasil,Pós-Graduação,28917,3,Viúvo(a),Marketing
6521,Valentim Novais,089.361.745-84,38,20/02/1986,"Pátio Viana, 360
Dom Cabral
94499-325 Costela Grande / DF",Rio Grande do Sul,Brasil,Ensino Superior,7522,4,Divorciado(a),
6522,Ana Lívia Moraes,963.487.512-28,49,30/11/1974,"Morro de Moura, 3
Vila São Francisco
60692-837 Farias do Oeste / PI",Bahia,Brasil,Doutorado,18344,3,Viúvo(a),Saúde
6523,Luiza Andrade,051.846.379-66,51,01/05/1973,"Sítio Rocha, 3
Monsenhor Messias
17539-195 Monteiro das Pedras / PB",Espírito Santo,Brasil,Doutorado,14896,4,Casado(a),Marketing
6524,Juan Caldeira,804.751.239-05,59,20/11/1964,"Ladeira de da Cunha, 553
Pousada Santo Antonio
21794-436 Rezende / ES",Rio Grande do Norte,Brasil,Pós-Graduação,29215,0,Solteiro(a),Educação
6525,Marcos Vinicius Montenegro,756.892.403-38,55,30/11/1968,"Feira de Alves, 8
Venda Nova
05502609 Viana de Minas / PI",Bahia,Brasil,Doutorado,7764,2,,Tecnologia
6526,Ana Luiza Pires,213.859.764-46,20,25/09/2003,"Trevo Murilo Cassiano, 43
Vila Sesc
63342-417 Andrade de Minas / PE",Roraima,Brasil,Pós-Graduação,20651,3,Divorciado(a),Marketing
6527,Isaque Marques,014.239.765-25,21,28/11/2002,"Sítio Cirino, 555
Ernesto Nascimento
55975306 Machado de da Mota / SC",Mato Grosso do Sul,Brasil,Ensino Fundamental,10177,1,,Saúde
6528,Marina Pires,563.274.198-28,33,19/08/1991,"Ladeira de Jesus, 48
Vila Madre Gertrudes 4ª Seção
83068-668 Mendes de Goiás / DF",Santa Catarina,Brasil,Mestrado,16878,2,Solteiro(a),Administração
6529,Isabel Cunha,963.152.780-86,36,17/03/1988,"Travessa Pinto, 35
Savassi
82988840 Costela das Pedras / SP",Piauí,Brasil,Ensino Médio,5046,4,,Marketing
6530,Lívia Costa,861.975.324-09,29,01/10/1994,"Travessa Lorena Aragão, 43
Vila Santo Antônio Barroquinha
84517351 Correia Grande / AM",Paraná,Brasil,Ensino Superior,21096,0,Casado(a),Educação
6531,Mariah Rezende,846.179.253-09,55,28/07/1969,"Distrito Santos, 650
Casa Branca
15326-358 da Cunha / AC",Piauí,Brasil,Ensino Superior,28818,0,Divorciado(a),Tecnologia
6532,Luana Borges,946.510.723-99,18,14/06/2006,"Rua de Barros, 8
Taquaril
63641-639 Pimenta de Goiás / MS",Pará,Brasil,Ensino Médio,10439,2,Solteiro(a),
6533,Srta. Juliana Montenegro,803.271.695-59,41,01/04/1983,"Lago de Ramos, 78
Satelite
34993-529 Barbosa / GO",Sergipe,Brasil,Ensino Fundamental,14110,4,Divorciado(a),Engenharia
6534,Isaac da Rosa,943.825.170-79,53,13/03/1971,"Área de Farias
Maria Helena
21420496 Brito Alegre / MT",Alagoas,Brasil,Ensino Médio,18380,3,,
6535,Cecília Fogaça,261.397.840-69,42,13/03/1982,"Residencial de Caldeira
Marilandia
35619-239 Pacheco / MS",Mato Grosso do Sul,Brasil,Doutorado,26664,2,Divorciado(a),Marketing
6536,Enrico Barbosa,,26,06/01/1998,"Vereda Camargo, 57
Cdi Jatoba
89920543 Dias / PI",Alagoas,Brasil,Doutorado,21629,2,,Tecnologia
6537,Maysa Campos,846.532.719-09,57,13/05/1967,"Rodovia de Caldeira, 91
Vila Madre Gertrudes 4ª Seção
85728-472 Aparecida / RS",Amapá,Brasil,Ensino Superior,19923,4,Solteiro(a),Engenharia
6538,Anna Liz Vargas,138.960.274-50,26,13/03/1998,"Lagoa Heitor Cassiano, 6
Vila Cloris
28903239 Caldeira / PB",Ceará,Brasil,Ensino Superior,19454,3,Solteiro(a),Saúde
6539,Apollo Siqueira,723.069.845-65,25,17/08/1999,"Morro de Moraes, 74
Aarão Reis
69765905 Jesus da Mata / PR",Rondônia,Brasil,Doutorado,17846,2,Casado(a),Tecnologia
6540,Luísa Costa,741.562.089-58,39,01/06/1985,"Passarela João Cirino, 1
Primeiro De Maio
04955-559 Gomes / MA",Distrito Federal,Brasil,Pós-Graduação,21885,1,Viúvo(a),
6541,Juliana Santos,243.579.061-99,33,02/07/1991,"Estação Luara Andrade
Alta Tensão 2ª Seção
97997-141 Montenegro / TO",Rio Grande do Sul,Brasil,Doutorado,22683,3,Divorciado(a),Administração
6542,Cauã Duarte,730.149.865-93,40,08/05/1984,"Avenida Macedo, 69
Cardoso
44716239 Nunes do Oeste / RO",Pernambuco,Brasil,Ensino Fundamental,13002,4,Solteiro(a),
6543,Miguel da Paz,581.932.607-59,49,28/12/1974,"Chácara Giovanna das Neves, 82
Vista Do Sol
45755-297 Sousa / CE",Bahia,Brasil,Pós-Graduação,12824,0,Solteiro(a),Administração
6544,João Pedro Freitas,586.214.903-15,21,31/08/2002,"Passarela de Ribeiro, 18
Jaqueline
44814192 Novais Grande / AM",Goiás,Brasil,Doutorado,9957,2,Casado(a),Educação
6545,Theo da Mota,873.561.902-30,45,11/04/1979,"Lagoa de Camargo, 1
São Salvador
53087-922 Gomes Grande / SC",Goiás,Brasil,Mestrado,22824,4,Casado(a),Marketing
6546,Davi Miguel Santos,379.810.462-03,56,10/01/1968,"Sítio Carlos Eduardo Montenegro
Nova Vista
45168-664 da Mota do Oeste / DF",São Paulo,Brasil,Ensino Médio,16752,3,Divorciado(a),Marketing
6547,Anna Liz Freitas,138.649.720-78,39,16/05/1985,"Quadra Fernandes, 79
Vila Cloris
13307-728 Sampaio / MG",Maranhão,Brasil,Ensino Superior,26032,2,,Marketing
6548,Vitor Novais,945.802.673-38,39,23/08/1984,"Lagoa Samuel Nascimento, 975
Vila Aeroporto
43619243 Carvalho de Goiás / RN",Roraima,Brasil,Mestrado,7765,3,Divorciado(a),Marketing
6549,Sr. Pedro Henrique Correia,108.296.547-20,48,25/06/1976,"Praça Pedro Miguel Pinto, 68
Vila Paris
87557187 da Rosa de Minas / CE",Pernambuco,Brasil,Ensino Médio,16581,3,Divorciado(a),Marketing
6550,Yasmin Castro,286.391.475-82,41,12/04/1983,"Trecho Aurora Mendes, 258
Confisco
20082052 Aparecida de Siqueira / PR",Rondônia,Brasil,Ensino Superior,23344,3,,Marketing
6551,Maria Liz Cassiano,749.602.318-31,52,14/11/1971,"Estrada de Marques, 639
Nossa Senhora De Fátima
94801730 Mendes / ES",Mato Grosso do Sul,Brasil,Ensino Médio,14639,4,Casado(a),Educação
6552,Dr. Theodoro Barbosa,306.597.142-99,45,15/11/1978,"Trecho Cunha, 77
Silveira
56935-508 Moraes Alegre / MS",Amazonas,Brasil,Pós-Graduação,19816,3,Casado(a),Educação
6553,Srta. Lívia Novaes,386.794.152-19,40,13/05/1984,"Favela Maysa Novaes, 930
Vila Madre Gertrudes 4ª Seção
57314-304 Abreu / PI",Mato Grosso do Sul,Brasil,Ensino Superior,25582,1,Viúvo(a),Educação
6554,Dante Andrade,531.827.649-00,43,22/04/1981,"Distrito de Pimenta, 1
São Luiz
35545-859 Nascimento do Galho / PI",Paraná,Brasil,Ensino Superior,6696,3,Viúvo(a),Saúde
6555,Vitor Hugo Novaes,316.259.087-68,39,01/07/1985,"Residencial Lorenzo da Paz
Santo André
04154984 Vasconcelos / MT",Goiás,Brasil,Ensino Fundamental,26565,3,Divorciado(a),Tecnologia
6556,Stephany Nunes,586.790.423-74,37,03/10/1986,"Área Castro, 87
São Jorge 1ª Seção
57460129 Peixoto do Sul / RJ",Amazonas,Brasil,Ensino Superior,18611,4,Divorciado(a),
6557,João Vasconcelos,109.475.328-97,42,06/07/1982,"Lagoa Gael Henrique Souza, 8
Santa Cecilia
66227009 Albuquerque do Campo / MS",Sergipe,Brasil,Mestrado,11970,0,Casado(a),Educação
6558,Carlos Eduardo Siqueira,645.190.873-84,31,17/03/1993,"Loteamento de da Cruz, 993
São Sebastião
88939045 Freitas de Jesus / DF",Maranhão,Brasil,Doutorado,29326,3,Casado(a),
6559,Sr. Anthony Gabriel Martins,168.904.532-98,31,08/07/1993,"Passarela de Moreira, 49
Concórdia
17695107 Nunes / AM",Piauí,Brasil,Ensino Superior,22576,3,Solteiro(a),Educação
6560,Manuela Rezende,470.382.195-88,36,20/12/1987,"Campo Sá, 629
Califórnia
39616-532 Silveira / DF",Distrito Federal,Brasil,Ensino Superior,25528,0,Casado(a),Educação
6561,Isabel Sousa,394.256.170-07,59,05/11/1964,"Viela Mathias Pereira, 203
Vila Piratininga Venda Nova
08175-183 Moura / SP",Pernambuco,Brasil,Doutorado,25274,0,Casado(a),Educação
6562,Maitê Costa,657.192.038-77,30,25/06/1994,"Condomínio Manuella Rios, 340
Planalto
45591340 Machado / RS",Distrito Federal,Brasil,Doutorado,28566,3,Viúvo(a),Marketing
6563,Dr. Bryan da Costa,671.405.928-02,53,15/07/1971,"Residencial Alice Rezende, 64
Madre Gertrudes
65113712 Câmara do Norte / BA",Espírito Santo,Brasil,Doutorado,23554,1,Casado(a),Marketing
6564,Theodoro Ferreira,176.053.892-21,22,02/06/2002,"Distrito Caldeira, 150
Maria Helena
56640-719 Fernandes Paulista / TO",Distrito Federal,Brasil,Pós-Graduação,28760,1,Solteiro(a),
6565,Sr. Vinicius Azevedo,870.126.954-20,30,30/05/1994,"Loteamento Gonçalves
Xodo-Marize
73198409 Leão / AC",Rondônia,Brasil,Ensino Médio,8485,2,Divorciado(a),Administração
6566,Brayan Vieira,295.876.403-65,22,18/02/2002,"Vale Isis Pinto, 379
Jaraguá
45005346 Borges / RR",Paraná,Brasil,Ensino Fundamental,20244,0,Viúvo(a),Educação
6567,Eduarda Rezende,091.327.864-50,27,10/06/1997,"Avenida Cavalcanti, 25
Havaí
58469322 Ribeiro / AP",Pernambuco,Brasil,Ensino Superior,12144,4,Divorciado(a),Engenharia
6568,Pedro Henrique Rodrigues,420.973.658-92,45,08/08/1979,"Área Emanuelly Costa, 98
Vista Do Sol
58867-387 Vieira de Novais / AL",Mato Grosso do Sul,Brasil,Mestrado,8672,0,Divorciado(a),Administração
6569,Srta. Pietra Vargas,804.326.175-07,40,08/04/1984,"Loteamento Alice Mendes
Conjunto Novo Dom Bosco
40181142 Correia / CE",Bahia,Brasil,Ensino Fundamental,17664,1,,Administração
6570,Ana Luiza Sampaio,037.654.192-06,50,25/11/1973,,,Brasil,Ensino Fundamental,20491,2,Divorciado(a),Saúde
6571,João Miguel Costa,802.913.567-02,22,07/01/2002,"Condomínio Noah Teixeira, 14
Estrela
26847-879 Macedo / PI",Distrito Federal,Brasil,Ensino Médio,22919,4,,Administração
6572,Maria Júlia Vargas,396.527.408-29,41,13/09/1982,"Colônia Amanda Gonçalves, 76
Conjunto Taquaril
12001300 Abreu / SE",Minas Gerais,Brasil,Ensino Fundamental,22731,1,Solteiro(a),Tecnologia
6573,Dra. Lavínia Martins,704.865.132-62,22,11/09/2001,"Estação Murilo da Conceição, 40
Vila Maloca
63547470 da Paz / DF",Piauí,Brasil,Ensino Superior,11377,2,Casado(a),Engenharia
6574,Leonardo Câmara,429.560.731-25,45,19/08/1979,"Feira de Sampaio, 43
Lagoinha
38038355 da Cruz do Norte / MS",Ceará,Brasil,Ensino Médio,1935,2,Casado(a),
6575,Ana Luiza Almeida,620.851.974-85,46,03/09/1977,"Esplanada Borges, 14
Vila Nova Cachoeirinha 3ª Seção
76639086 Borges / AL",Espírito Santo,Brasil,Ensino Fundamental,22839,0,Solteiro(a),Educação
6576,Daniela Novais,279.058.143-60,51,01/10/1972,"Jardim Duarte, 1
Vila São Francisco
10664899 Sá / PA",Paraná,Brasil,Ensino Fundamental,8726,2,Divorciado(a),Saúde
6577,Sr. Gustavo Henrique Silva,675.140.398-48,56,12/04/1968,"Campo de Oliveira
Copacabana
81892-242 Pastor Paulista / BA",Acre,Brasil,Doutorado,29427,0,Casado(a),Educação
6578,Arthur Fogaça,950.437.218-04,59,05/02/1965,"Via Casa Grande
Santa Rita
95204658 das Neves de Abreu / SP",Acre,Brasil,Pós-Graduação,22320,4,Solteiro(a),Marketing
6579,Manuella Nunes,,52,18/01/1972,"Via Daniela Nogueira, 69
Vila Jardim São José
52680617 Guerra Verde / PB",Paraná,Brasil,Ensino Médio,21024,1,Viúvo(a),Educação
6580,Felipe Correia,510.768.249-94,42,24/09/1981,"Viaduto Araújo, 6
Camponesa 1ª Seção
90357-296 Mendes / SE",Minas Gerais,Brasil,Pós-Graduação,26139,1,Casado(a),Educação
6581,Daniela Viana,761.948.235-00,19,18/11/2004,"Praça Natália Nascimento, 198
Distrito Industrial Do Jatoba
26574-733 Guerra / PI",Ceará,Brasil,Pós-Graduação,6648,3,Casado(a),Administração
6582,Gabrielly Porto,567.823.190-12,37,22/04/1987,"Colônia Clarice Machado, 31
Bandeirantes
32841118 Borges / RR",Alagoas,Brasil,Ensino Médio,12457,0,Solteiro(a),
6583,João Guilherme Pimenta,497.852.306-00,47,29/03/1977,"Loteamento Marcos Vinicius da Conceição, 86
São Sebastião
72525-334 Jesus / BA",Ceará,Brasil,Mestrado,10892,1,Solteiro(a),
6584,Mariah Martins,789.324.610-31,59,17/03/1965,"Núcleo Lunna Sampaio, 2
Zilah Sposito
46532-502 Câmara / AC",Rio Grande do Norte,Brasil,Ensino Fundamental,25621,1,Divorciado(a),Engenharia
6585,Emilly Lopes,921.436.875-91,48,19/11/1975,"Colônia de Costa, 75
São Salvador
31719481 da Conceição da Prata / MG",Tocantins,Brasil,Mestrado,20933,2,Viúvo(a),Saúde
6586,Sr. Gustavo Henrique Rezende,890.351.764-48,25,10/07/1999,"Favela de Aparecida, 6
Pantanal
44279032 Fonseca / RS",Tocantins,Brasil,Doutorado,3482,3,Viúvo(a),
6587,Pedro Henrique Novais,852.417.963-55,28,30/10/1995,"Campo de Jesus, 93
São Pedro
91548-290 Ferreira do Oeste / AM",Rondônia,Brasil,Ensino Fundamental,25006,0,Casado(a),Administração
6588,José Melo,239.086.541-06,26,13/10/1997,"Sítio Leão, 39
Goiania
48418569 da Costa de Viana / TO",São Paulo,Brasil,Mestrado,10990,0,Viúvo(a),Saúde
6589,Stella Alves,623.495.871-00,55,06/06/1969,"Chácara de Rezende
Conjunto Novo Dom Bosco
01844-350 Vasconcelos do Oeste / PI",Santa Catarina,Brasil,Ensino Superior,11027,0,Divorciado(a),Tecnologia
6590,Matheus Peixoto,679.412.803-96,40,05/10/1983,"Via de Nogueira
Santa Amelia
19454930 Sampaio / PA",Paraíba,Brasil,Mestrado,10238,3,Solteiro(a),Saúde
6591,Camila Cardoso,054.821.739-41,20,12/06/2004,"Largo Paulo Cavalcanti, 335
Conjunto Santa Maria
11714352 Camargo / AC",Tocantins,Brasil,Doutorado,10068,2,Solteiro(a),
6592,Srta. Maria Eduarda Lopes,764.180.329-69,39,07/06/1985,"Viela Nascimento, 72
Salgado Filho
27251-233 Barros das Flores / DF",Piauí,Brasil,Ensino Médio,28935,1,Solteiro(a),Educação
6593,Isabel Nogueira,489.702.561-30,34,11/11/1989,"Área Lima, 90
Vila Rica
54315-001 Vargas da Praia / MG",Rio Grande do Norte,Brasil,Ensino Médio,27839,4,Casado(a),Engenharia
6594,Sr. Pedro Lucas Araújo,950.326.174-07,31,16/10/1992,"Praça da Rosa, 86
Vila Ecológica
95779583 Martins Paulista / RS",Rio de Janeiro,Brasil,Ensino Superior,20932,3,Casado(a),Engenharia
6595,Mateus Camargo,859.104.276-01,29,25/03/1995,"Chácara Azevedo, 5
Vila Copasa
39163003 Freitas do Norte / MG",São Paulo,Brasil,Doutorado,28760,2,Divorciado(a),Saúde
6596,Sr. Dante Marques,510.827.946-94,22,28/02/2002,"Alameda da Mota, 76
Vila São João Batista
65661-255 Moreira de Souza / MA",Roraima,Brasil,Pós-Graduação,29060,1,Divorciado(a),Educação
6597,Jade Cavalcante,504.283.967-47,50,28/08/1973,"Viela Ana Beatriz Aparecida, 5
Vila Nossa Senhora Do Rosário
10015-762 Lima / CE",Amapá,Brasil,Ensino Médio,2467,3,,
6598,Emilly Dias,824.091.537-04,58,06/11/1965,"Sítio Oliveira, 31
Antonio Ribeiro De Abreu 1ª Seção
20584902 Pereira do Amparo / SC",Minas Gerais,Brasil,Mestrado,14074,4,Viúvo(a),Tecnologia
6599,Sr. Marcelo da Rocha,349.250.617-80,28,14/06/1996,"Viaduto Moura
Tres Marias
62646-995 da Rosa do Amparo / MT",Sergipe,Brasil,Ensino Fundamental,28187,4,Viúvo(a),Engenharia
6600,Enzo Pereira,475.968.120-58,23,13/01/2001,"Lagoa de Viana
Madri
50078-716 Mendes dos Dourados / SE",Rio Grande do Norte,Brasil,Doutorado,18161,0,Viúvo(a),Marketing
6601,Sr. Arthur Gabriel da Luz,258.469.173-64,18,28/05/2006,"Avenida Sophie Rodrigues, 49
Mangueiras
06452036 Rocha / MG",Rondônia,Brasil,Ensino Fundamental,11540,2,Solteiro(a),
6602,Emilly Mendes,273.096.841-50,52,16/12/1971,"Favela Ferreira, 5
Vila Do Pombal
55711-184 Macedo / PB",Pará,Brasil,Doutorado,23485,1,Casado(a),Engenharia
6603,Dr. Thiago Casa Grande,021.645.398-42,46,08/10/1977,"Parque de Cunha, 144
Petropolis
11832-388 Fonseca / MT",Bahia,Brasil,Ensino Fundamental,20751,4,Divorciado(a),
6604,Henrique Melo,830.415.976-75,58,06/01/1966,"Trecho Ana Vitória Correia, 1
Vila Suzana Segunda Seção
78596-073 da Rosa / CE",Piauí,Brasil,Ensino Superior,3798,0,Viúvo(a),
6605,Rebeca Rodrigues,057.963.482-56,25,03/03/1999,"Trecho Diego Pinto
Vila Nova Cachoeirinha 1ª Seção
47005-458 Lima das Flores / CE",Maranhão,Brasil,Ensino Superior,21577,2,,Saúde
6606,Sophia Azevedo,478.139.652-64,33,08/12/1990,"Colônia Maria Sophia Cavalcante, 84
Conjunto Novo Dom Bosco
81128804 Viana / CE",Santa Catarina,Brasil,Ensino Superior,25205,3,,Educação
6607,Dr. José Cardoso,179.582.306-21,42,18/06/1982,"Setor Carvalho, 743
Jardim Do Vale
80909898 Garcia de Casa Grande / AL",São Paulo,Brasil,Ensino Fundamental,27823,0,,
6608,Evelyn Cardoso,081.962.574-49,35,14/10/1988,"Passarela Pastor, 7
Vila Madre Gertrudes 1ª Seção
24701-315 Moraes da Prata / PR",Rio Grande do Sul,Brasil,Pós-Graduação,19532,0,Solteiro(a),Saúde
6609,Rael Campos,843.215.907-79,22,27/05/2002,"Fazenda Aparecida, 56
Ademar Maldonado
59511760 Duarte Grande / PA",Pará,Brasil,Ensino Fundamental,19956,1,Viúvo(a),Educação
6610,Isabel Campos,852.739.140-60,20,28/02/2004,"Feira Pedro Lucas Porto
Palmeiras
53036-344 da Mata / RN",Rio de Janeiro,Brasil,Mestrado,2810,0,,Marketing
6611,Maitê da Mota,213.076.859-86,18,08/01/2006,"Alameda Rodrigues, 71
Mineirão
30306-159 Teixeira de Mendes / PB",Rio Grande do Norte,Brasil,Ensino Superior,15161,3,Divorciado(a),Saúde
6612,Sr. Luiz Otávio Cavalcante,851.627.039-40,36,28/07/1988,"Loteamento Gabrielly Araújo, 56
Vila Boa Vista
48477901 Cunha Paulista / MG",Acre,Brasil,Ensino Médio,25435,4,Divorciado(a),Saúde
6613,Dra. Eloá Borges,397.608.251-12,43,27/05/1981,"Parque de Duarte, 78
Serrano
17696193 Marques Paulista / CE",Pernambuco,Brasil,Ensino Médio,19329,4,Solteiro(a),Tecnologia
6614,Calebe da Rocha,973.802.561-30,32,01/12/1991,"Morro de Vasconcelos, 20
Biquinhas
67702652 Melo de Brito / SC",Rio Grande do Sul,Brasil,Ensino Fundamental,2758,4,Casado(a),
6615,Sra. Letícia da Rosa,614.329.078-40,54,12/12/1969,"Viaduto Isabel Câmara, 57
Boa União 2ª Seção
66167654 Sousa do Oeste / RO",Pernambuco,Brasil,Ensino Médio,17498,2,Divorciado(a),Educação
6616,Antony Mendonça,170.645.932-70,25,28/09/1998,"Colônia de Correia, 88
Vila Madre Gertrudes 4ª Seção
76664189 Teixeira / SC",Minas Gerais,Brasil,Pós-Graduação,24764,0,,Tecnologia
6617,Nicole Abreu,087.432.169-78,26,03/03/1998,"Rua de Moreira, 42
Leticia
20105-078 Silva de Silveira / PI",Distrito Federal,Brasil,Pós-Graduação,21225,3,Viúvo(a),Educação
6618,Lorena Vieira,264.071.389-22,49,22/02/1975,"Conjunto de Vasconcelos, 20
Vila Nova Gameleira 2ª Seção
10310-456 da Mota das Flores / RR",Goiás,Brasil,Pós-Graduação,10306,3,,Educação
6619,Sra. Pietra Correia,081.374.295-14,31,12/02/1993,"Vale Silveira, 90
Camargos
14035-590 Melo de Brito / MG",Goiás,Brasil,Doutorado,26999,1,Divorciado(a),Educação
6620,João Rocha,083.419.527-50,33,26/09/1990,"Residencial de Souza, 704
Tres Marias
66717387 da Rosa de Brito / TO",Rio Grande do Sul,Brasil,Ensino Médio,20587,4,Viúvo(a),Marketing
6621,Nathan Correia,209.734.185-32,29,25/06/1995,"Pátio Daniel Vargas, 17
Vila São Gabriel Jacui
88756935 Casa Grande do Galho / RJ",Goiás,Brasil,Doutorado,18897,3,Solteiro(a),Tecnologia
